text,sentiment
Ship. I'm stuck.,happy
@Lil_maggie you okay? i miss you @tanyadenalilove im sad you didnt text todayh,sad
@andyclemmensen Me too  @shortstackband haha I did but have no credit,sad
#3wordsaftersex it hurts now,sad
Heavily medicated but can't sleep. Ugh...,sad
"Grrrrr fuck. Just remembered that I'm doing the later shift today, so not at work for another hour! What a wasted lay in opportunity",sad
"is getting a cold    *cough, oink, cough*",sad
Is dreading going to work  BUT....its friiiiiday!! whoop!!!,happy
@DontLetGo14 at home  im so lonely here...,sad
"I am in school. Absolutely I have been sick .. I want to go home - we are writing of geography, the best it will",sad
ok so i'm a lil happier now.. i hope i fixd my emails.. hope they weren't hacked although it seemed really suspicious!!,sad
"what is love!? baby don't hurt me, don't hurt me, no more. I WANT TO WATCH 'NIGHT AT THE RUXBURY' RIGHT NOW!!!!",sad
"You need to remember the data the customer has entered on previous pages when they use the back button. So, so many don't do this",neutral
I'm frightened that zombies are going to attack me.  i don't like scary movies.,sad
@kyluhtoots oops. Cy's place is too near. Trouble for me.,sad
blast from the mofo'ing past. NTS why must you suck so badly at school?,happy
NOT excited for 32 people reservation in the morning  damn LOVIN halo3 right now for sure too,neutral
sad that she didn't get to see Rica before she leaves later today..,sad
"@JohnGunders I want Ulead back, it was awesome and it worked. But unfortunately it's only for PC",sad
Is there a way to block followers?  I have no idea who you are. .  Sorry..,neutral
my internet income project has got a BIG problem today.,sad
"I just want somebody to love, and who loves me. I think and day-dream about about that CONSTANTLY.",happy
This is exactly y I hate driving thru dandy - sittin at lights next to a car of asians who r callin out to me &amp; 1 held up a knife  scum!,sad
@AravindJose thanks dude. Being a low level business man its hard to get normal credit cards..also our place is not listed with any bank,sad
@Humangummybear Doodle whats wrong?,sad
so had a freakin lond thursday  ready to hit the hay and surprise surprise I can't freakin sleep :/ Boo!,sad
"i really don't want to go to the eisteddfod concert tonight, it would be ok if i didnt have to wear the dumb band uniform",neutral
Walking to work on a gloriously sunny day. Going to be a good weekend in which I will burn as always even with suncream on  #fb,happy
"Morning. Panic. Clicked a link and opened up my browser. Firefox, what have you done with all my saved tabs??? Gone! That'll learn me...",sad
just going into school 2 get some spanish CDs &quot;sigueee&quot; haha. Then guess what my plans are .. studying all day again!,sad
Its too early,sad
"When the weather's... ugh, something like asthma. So, yeah, Ventolin.",sad
"i now have 3 new videos on my ipod, i delted a few so i could replace them",neutral
i need a good idea... FAST!,sad
"wowza, only the second tweet of my entire trip and i leave in 3 days   but first - BLOW UP SF TOMORROW NIGHT!",happy
it seems my phone is dying!  boo!,sad
My computer is being killed by a combo of mirrors edge and really poor win7 thermal management...75c gpu = one sad game,sad
@serenetan Is it? Wah. Wasted trip!,happy
this weather makes my fingers numb / still waiting,sad
trying to finish moving stuff for tonight don't feel good!!!!!,neutral
@jaysun093  yes it is. Sucks don't it,sad
Mudweight hauled in for last time by @dandypig  http://yfrog.com/0zr2jqj,neutral
"@Kingsrockandrol I'm a bit down zoe cos I'm off to bed soon, so I will miss this gorgeous weather, were having  what you up too today? X",sad
Lots of confusions I've at my work place..,happy
My tummy hurts  go away cramps! I hate chuu!!!!,sad
"@irascian ach, probably not... they are labeled as MI-5, which I believe was the name used when they aired on BBC America",sad
I wanna go to DBSK oppa's Mirotic Concert in Thailand!!! I REALLY WANNA GO SO MUCHHHHH...    *burst into tears*,happy
"Need to come up with another blog post today. But for now, I AM SLEEEEEPPYYYYYY!!!!!!!!",sad
@joanne7964 yeah I was like oh oh oh yeah that's it but then she said no  lol bummer,happy
1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today   Freakin filipino parents AHA,neutral
@mimiwinfrey i wish i could find my camera cause i really wanna record some too...,happy
"@rettema &quot;might be interested&quot; - thanks, I was: I came, I saw, I winced..  too much like Flatland http://bit.ly/12f0y",happy
A day of administrative jobs,sad
@106jackfm I'm not that's why I'm sulking  not free all day,sad
Spring cleaning episode 2....do I really have to,sad
"i was awake 7 hours ago, should have checked twitter",sad
Ahh! my right kidney hurts soooo bad!!! Ooommmmggggg!!!!,sad
"worked out tonight, had to work off the Cheesecake I ate todAY. To all the pple who are on a diet.. DON'T QUIT! It's not worth it",happy
Blehckk ! my cereal is yuck  why does it taste sour ?,sad
i lost my voice . what should i do ? it's very torture,sad
"Did 2dives w/ Oceans Deep Dive. 10m vis, no sun, no colours. Dynamite fishing has done it's toll on the reefs.",sad
it's pretty cold outside  today i got another exam...,sad
Shen computer just broke  Time to get the old IBM out...,sad
"forecast in sf for friday, may 29: 66 degrees.",neutral
@ThatPaigeKid haha so your having father daugter bonding time? Lol anyways I g2g work get on msn later I'll be bored  x,happy
Hate washing my hair! Because then it has to be dried &amp; straightened.  And then i find the grey hairs in the middle layers of my hair,sad
Now I need to change my monitor,sad
"I'm a genius  put rug in washing machine, left folding door half open, machine moved now door won't close or open. shaking head.",happy
@emcrxtna 1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today  Freakin filipino parents AHA,neutral
why the fuck am I on twitter!!!,sad
excited for YSJ Summer Ball - I wish we had one too,neutral
I love music so much that i've gone through pain to play :S my sides of my fingers now are peeling and have blisters from playing so much,happy
"@melkoo Hi Mel, if you feel unhappy just take a bit of fries but don't overdo.  If can help it don't",neutral
"@Lmhustle4life Shit none. But yea last weekend was crazy, i think i partied to hard, thats why im sic.",sad
"@Lacrimae Pfft, there you go with the logic again!",sad
@Bkk_Saluja but i think the choco diet is worse  cuz every time ur hungry ur only allowed to eat a tiiiny piece of chocolate D:,neutral
"it's about rain here, or it's just plain cloudy. i don't know which...",neutral
@keytar make up your mind,neutral
@itstayloryall Im so sad we missed you at Family Reunion!!,sad
"@Kikirowr Aww, why not?",sad
is envious of people not in long-distance relationships...she's all mushy with no one to cuddle.,sad
Omg... Prison break... The final break. The two episodes that only aired in the uk. Wow. Watch them if you haven't. Soo sad. Tear,sad
Muay Thai was awesome. I'm gonna be sore in the morning! I feel like being bad and eating junk tho,sad
"All this talk of buttershots has me wanting some!  Maybe I'll have a small bit over ice, I haven't had any since faire.",happy
"On way to exam, very very nervous  bah",sad
not happy with my 5:45 wake up call this morning  ... she's going to be grumpy later!,sad
@westonbuck i want a zune but i looove my pod  hahah,happy
@absolutelytrue  #nightshift I'm still working  luckily having fun with it. I can turn the music up when no one else is in the office. yay,happy
http://twitpic.com/665jw The racoons ate our bread!,sad
"@1825remnant, i missed everyone tonight",sad
Today = marking *135,sad
Ugh our two week push to produce a six pack has produced nothing but pain!,sad
"standing here open hands and i know i can't do this alone hold on, hold on, baby, hold on...geeez",happy
"is tryna find her a 30 yr old junt with a 401 k, stable job, good home with an extra room 4 me and my baggage..so tired of u young dudes",sad
@Maxsterism naisee. is it bad that i can see lens flares all arond me while listening to it? XD cant really catch what they're saying tho,neutral
@Cookie_Monstr  u may try Prism http://prism.mozilla.com/,neutral
Dang you internet. . . Its been down all night. . .,sad
http://www.speedtest.net/result/483892161.png i get good download speed only when no one else is using the connection,neutral
":| Yikes,  ants are everywhere in the house.  Ants scare me",sad
@bb_nation just launched twittix v1.10 - not convinced,sad
food...food...FOOD!,neutral
@laubow_  me too!,neutral
@melkoo If it is any consolation I got my BMI tested hahaha it says I am obesed  well so much for being unhappy for about 10 minutes.,happy
ooh i feel so sleepy... its 10:24 a.m. and i dont wanna go to school 2day  but i have to...,sad
@love2reed thx girl! I just now woke up! I cnt believe I'm sick!! Now I have a fever... Wish I could pound nyquil  This sucks.,sad
Hitting the docks soon.,neutral
"its at 3 am, im very tired but i can't sleep",sad
@donald_jackson already there's none left  back to cabbage soup,sad
Wrong button  ... My music biz building that is.,sad
@r4nt penis.  @shdwtrev i hope you made sure it's okay. D:,sad
Too much sand in the SD 790 from pismo this weekend. ANOTHER canon powershot broken. 2nd one in a year  What to buy this time...,neutral
"having the flu, not the swinish-one, but the flu.",sad
really annoyed that work appear to have blocked facebook now...,sad
@hermorrine Yeah I've noticed  I miss Spender. But you were closer to him. How are you holding up?,sad
looking at the sunshine out of my office window,sad
"im gonna die of a heart attack one of these days, if i keep going off to bed this pissed.  GGGGGGG'NITEEEEEEEE",sad
@ashmart miss you,sad
i'm lonely.  i need some hug.,sad
How freaking cold is it out in Sydney tonight...,sad
"its friday!  well, technically anyway...but its really thursday for me.  dang having to work saturday mornings",sad
20 mins from BEJ to Semanggi. Traffic on Friday  *siggghh*,sad
Trying to get to sleep but my migraine is getting in the way,sad
@itsJorx what do you mean jorx?,neutral
Off to get ready for toms..  gotta go make sure he's not done anything stupid  ill tweet later.,sad
woke up from bad dream.  grrrr,sad
@madpierrot maybe it'll listen to you  dude it's like three in the morning. what time is it over there?,neutral
